annual_income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,interest_rate,employment_years,default
43471.01,0.506,0.776,2,13.8,21378.92,12.3,6.1,1
70409.18,0.159,0.204,0,3.5,26996.9,3.5,1.4,0
49332.42,0.301,0.141,0,7.3,21381.99,8.81,2.0,0
143018.71,0.214,0.384,0,10.0,50258.32,6.16,5.8,0
93677.81,0.301,0.45,0,10.4,17124.8,8.65,4.5,0
75487.9,0.244,0.393,0,7.1,19655.45,8.75,2.0,0
34832.13,0.209,0.324,1,4.4,8271.29,6.07,14.2,0
93874.37,0.276,0.55,1,18.6,42910.29,10.63,12.9,0
59584.85,0.116,0.598,0,4.1,6509.15,10.79,7.4,0
47339.09,0.451,0.681,1,8.3,19663.52,13.43,12.3,1
100860.76,0.194,0.046,1,10.4,25507.98,8.97,7.5,0
47123.66,0.558,0.89,3,12.9,24998.21,12.3,0.0,1
19535.49,0.294,0.416,0,7.2,3145.38,8.57,3.9,0
66999.0,0.368,0.198,0,7.4,5072.94,8.0,4.6,0
57544.16,0.412,0.493,3,19.0,23029.71,9.52,2.0,0
77561.2,0.189,0.046,0,8.4,19509.36,4.21,6.8,0
72341.0,0.356,0.683,0,17.9,13861.38,10.39,12.9,0
20733.46,0.34,0.56,1,3.8,10031.59,8.67,4.4,1
18000.0,0.18,0.566,2,5.0,6821.94,11.61,4.7,1
56182.83,0.1,0.328,0,7.4,23865.35,6.5,7.0,0
82957.9,0.12,0.023,0,15.7,5817.72,5.68,3.5,0
18000.0,0.329,0.457,2,13.2,2318.28,10.51,2.9,1
42710.06,0.354,0.815,0,22.2,12933.96,6.94,5.7,0
30901.34,0.363,0.01,0,21.8,6663.8,5.76,6.7,0
67537.77,0.395,0.187,0,7.8,10551.34,7.62,11.3,0
190347.51,0.32,0.506,0,8.7,80000.0,6.95,6.3,1
57827.91,0.269,0.516,1,7.3,8714.55,12.68,3.3,1
52132.83,0.483,0.569,2,1.4,23947.14,13.05,7.3,1
85965.91,0.216,0.614,0,10.6,14893.96,10.02,5.1,0
63865.09,0.25,0.081,1,11.8,26564.96,4.6,9.3,0
75896.82,0.116,0.01,0,4.4,6431.28,5.46,12.5,0
131205.78,0.165,0.095,0,11.7,11734.2,7.94,10.7,0
78311.4,0.385,0.162,1,2.0,38317.61,10.0,7.8,0
96865.5,0.103,0.365,0,7.6,37318.27,6.48,4.5,0
65955.74,0.188,0.544,0,10.7,5148.46,8.8,8.3,0
54857.15,0.152,0.724,1,5.1,18236.17,14.09,3.9,1
126692.74,0.21,0.01,0,3.8,45773.82,4.21,18.3,0
68162.03,0.163,0.599,0,6.5,6132.73,11.44,5.3,0
124657.31,0.335,0.804,1,19.1,26417.94,11.45,3.3,1
37950.91,0.221,0.687,1,8.7,4459.49,10.68,17.1,0
114191.97,0.517,0.393,1,4.3,25716.89,9.16,5.2,0
77397.8,0.37,0.32,1,10.0,19339.8,7.96,1.9,0
42217.12,0.479,0.398,0,3.4,19665.61,8.16,7.1,0
97827.78,0.376,0.534,0,14.0,41360.5,11.28,8.1,0
59069.07,0.135,0.01,0,7.0,3499.43,4.36,8.9,0
74985.41,0.352,0.244,0,18.5,18606.85,5.5,3.8,0
50417.43,0.175,0.755,2,20.5,24002.6,13.15,6.5,0
60452.02,0.251,0.446,0,8.3,22197.67,8.7,1.8,0
149512.32,0.096,0.229,0,11.2,18291.64,4.65,10.1,0
98899.25,0.285,0.293,0,13.6,9479.79,8.54,2.8,0
32675.03,0.408,0.601,0,16.0,12597.51,10.42,6.9,0
40211.26,0.186,0.708,2,11.4,18370.87,10.77,5.0,0
97144.68,0.102,0.113,1,16.6,30418.39,5.87,1.5,0
54998.51,0.523,0.675,3,11.7,22555.58,13.04,1.7,1
49422.45,0.347,0.203,0,8.8,19894.46,7.32,3.4,0
137255.71,0.484,0.404,1,5.2,24654.19,12.17,1.6,1
94260.41,0.252,0.669,0,10.3,12479.32,9.52,1.9,1
53412.58,0.223,0.245,0,11.2,12432.92,6.82,10.2,0
54013.66,0.195,0.069,0,8.5,19674.11,6.84,2.6,0
43409.98,0.301,0.838,0,3.2,11857.82,11.3,3.3,0
49387.86,0.315,0.368,3,3.0,14890.93,8.42,7.5,1
108957.0,0.259,0.355,0,16.2,27440.22,5.03,3.6,0
99471.63,0.221,0.123,0,11.3,29802.29,3.59,13.6,0
81196.48,0.24,0.175,1,6.0,32966.1,5.34,11.7,0
76745.71,0.219,0.314,1,11.7,8996.92,5.84,10.0,1
115519.23,0.21,0.422,1,12.6,48468.47,9.37,7.1,0
66829.66,0.332,0.838,0,22.1,10189.54,7.72,13.8,0
107239.76,0.413,0.16,0,11.0,9711.93,6.15,7.2,0
125368.22,0.11,0.01,0,26.6,53240.67,5.86,13.7,0
81665.52,0.157,0.819,0,5.3,25726.01,9.9,8.5,0
53257.45,0.312,0.383,0,9.3,10545.29,10.89,4.1,0
67523.37,0.101,0.686,1,10.9,24124.93,11.93,3.2,1
54297.86,0.403,0.273,0,17.0,15956.84,5.31,2.3,0
34504.71,0.534,0.795,0,6.4,17633.61,11.32,18.5,1
26845.27,0.244,0.316,0,7.9,13663.3,7.54,1.3,1
98016.47,0.227,0.215,1,8.9,17327.37,6.67,3.9,0
80187.56,0.446,0.092,1,7.5,36685.99,7.12,1.7,0
31018.34,0.274,0.52,1,2.6,3980.89,10.87,11.4,0
50619.01,0.379,0.675,0,1.6,17826.85,11.85,13.2,0
65760.29,0.269,0.295,0,17.9,16689.81,3.9,2.6,0
73801.02,0.083,0.569,0,5.4,24931.17,9.72,5.4,0
38555.03,0.349,0.419,0,6.1,7336.82,10.7,5.1,0
32491.23,0.333,0.131,2,7.2,14414.32,7.45,6.7,0
89145.31,0.341,0.192,0,10.6,26415.12,5.47,9.7,0
33195.67,0.243,0.236,0,10.3,15514.36,7.06,10.4,0
48767.11,0.351,0.713,2,6.8,18350.68,14.76,2.4,1
47916.86,0.529,0.312,1,14.8,12174.0,11.36,12.7,1
59379.29,0.133,0.34,0,4.1,12332.63,9.77,2.2,0
58308.9,0.535,0.708,2,8.4,18813.01,13.61,3.7,1
155812.43,0.178,0.369,0,8.4,36680.3,6.79,1.2,0
24338.9,0.311,0.784,1,22.8,8252.58,11.47,2.7,0
94960.82,0.327,0.803,1,6.5,15676.59,11.71,1.7,0
18000.0,0.575,0.569,1,16.8,3295.01,11.6,7.2,0
160659.33,0.184,0.447,0,10.1,67961.88,9.42,2.2,0
28480.67,0.089,0.348,0,7.3,6533.26,6.54,4.5,0
204786.81,0.467,0.811,0,12.6,46264.15,11.51,2.1,0
52924.25,0.361,0.222,2,8.9,8888.45,8.42,7.7,1
92468.62,0.427,0.599,1,6.1,43610.48,9.76,8.5,1
127337.69,0.158,0.183,1,8.7,42063.15,4.51,6.8,0
47713.1,0.189,0.29,0,3.5,11589.68,9.5,2.4,0
47504.95,0.472,0.562,0,15.1,14967.44,9.46,4.6,0
40647.11,0.21,0.325,2,4.8,11515.26,11.36,2.2,1
115723.62,0.317,0.125,2,13.3,7637.23,8.81,8.0,0
44300.75,0.351,0.607,0,13.1,12444.46,11.98,4.5,1
37701.64,0.333,0.825,0,6.7,13856.16,13.44,4.0,1
79955.22,0.251,0.691,1,12.6,20248.07,11.81,10.5,0
42784.14,0.324,0.288,0,8.8,19705.96,8.47,4.3,0
56003.77,0.231,0.289,0,8.1,13727.88,8.06,0.5,0
72494.9,0.268,0.441,2,3.1,33877.32,11.08,6.5,1
45087.99,0.315,0.532,0,5.0,10876.01,10.1,5.8,0
53441.24,0.417,0.246,0,6.0,6620.66,8.61,2.3,0
162725.32,0.289,0.295,0,14.0,9929.41,8.92,1.5,0
72911.73,0.103,0.553,0,12.9,21222.61,9.01,8.5,0
64535.31,0.373,0.349,0,17.7,22297.19,7.27,5.2,0
60334.64,0.377,0.397,1,9.5,17417.18,9.46,12.7,0
84941.18,0.45,0.771,1,3.8,9384.05,10.76,2.4,1
39996.75,0.195,0.535,1,8.4,4804.55,10.77,7.5,0
77048.95,0.166,0.557,2,11.0,23736.62,10.42,9.5,0
85001.83,0.181,0.123,0,21.3,39225.61,6.04,5.4,0
22792.86,0.4,0.515,2,1.1,3868.74,10.43,6.4,1
167936.2,0.13,0.613,0,16.9,21719.19,8.7,11.0,0
146943.26,0.178,0.01,0,7.7,21412.72,3.5,7.5,0
42865.0,0.336,0.501,1,10.0,17922.36,8.73,2.4,1
53228.0,0.03,0.321,0,16.3,18191.68,4.72,7.7,0
86095.57,0.214,0.365,0,6.5,13098.44,7.51,2.1,0
29315.66,0.385,0.406,0,3.9,5795.82,8.45,6.5,0
172837.36,0.211,0.307,0,8.5,48484.65,8.44,14.0,0
45414.8,0.26,0.757,1,22.4,19875.0,9.99,5.7,0
116302.34,0.407,0.424,0,3.5,16963.3,10.94,8.7,0
48565.19,0.094,0.501,1,3.6,12091.46,6.0,9.5,0
61495.29,0.483,0.732,0,1.2,29856.61,12.95,10.7,0
104450.77,0.256,0.609,0,6.8,45186.75,10.92,0.7,0
62742.5,0.11,0.449,1,10.4,5736.68,10.87,6.0,0
67441.98,0.351,0.345,0,14.7,25625.69,4.95,8.9,0
127915.22,0.383,0.739,1,8.7,58339.7,9.16,0.6,1
56205.88,0.334,0.275,1,5.5,14423.94,8.9,4.7,0
42172.43,0.199,0.01,0,6.6,19027.69,4.32,6.9,0
31960.57,0.495,0.705,0,8.3,13149.68,11.44,2.8,0
74759.81,0.32,0.201,0,11.1,9125.07,7.14,1.1,0
84401.01,0.457,0.267,0,7.0,25717.72,9.41,9.8,0
138726.71,0.14,0.61,0,15.1,38855.56,10.04,9.9,0
70894.96,0.409,0.264,0,5.2,25544.71,9.93,5.5,0
32124.47,0.339,0.474,0,2.3,15490.12,10.15,4.5,1
18000.0,0.61,0.734,4,8.5,7622.26,12.41,16.4,1
250000.0,0.274,0.692,0,13.4,26785.75,12.76,15.9,0
93161.47,0.278,0.369,1,2.8,15413.39,12.46,1.9,0
64236.93,0.259,0.546,0,35.0,8395.2,7.33,2.3,0
80767.49,0.256,0.103,1,11.4,31385.71,6.79,7.0,0
36342.6,0.089,0.792,0,12.1,11199.68,11.44,2.4,0
54126.43,0.111,0.621,0,12.2,9478.51,7.67,3.5,0
125330.51,0.303,0.43,1,6.3,27636.95,11.63,8.2,0
140020.34,0.091,0.01,0,10.9,26655.7,4.59,4.7,0
41484.64,0.362,0.656,1,7.6,20360.22,9.0,3.7,0
40643.36,0.253,0.647,0,10.5,17924.43,9.99,5.7,1
56691.77,0.092,0.566,0,6.5,9195.42,8.37,1.7,1
44582.02,0.295,0.705,2,12.6,22776.86,10.78,13.1,1
203844.77,0.106,0.162,0,8.9,75219.52,4.44,5.7,0
69265.74,0.221,0.198,0,30.8,6106.66,4.46,5.0,0
39227.81,0.145,0.346,1,14.0,9896.13,10.51,3.4,0
61877.89,0.168,0.471,0,8.7,19272.64,6.31,4.3,0
82854.59,0.151,0.187,0,4.0,6705.62,5.59,13.9,0
47307.21,0.248,0.057,0,23.5,14566.11,4.31,5.6,0
94732.66,0.335,0.529,1,3.7,14222.96,10.18,10.2,1
98965.76,0.337,0.525,1,9.3,28807.97,7.85,13.4,0
71815.88,0.458,0.49,0,3.5,19550.37,9.58,13.8,0
43152.59,0.186,0.637,0,18.1,12761.66,7.85,3.6,0
55007.93,0.437,0.378,1,15.9,5760.28,11.83,5.3,0
34082.57,0.143,0.19,1,8.9,6308.33,6.08,13.0,0
48757.34,0.278,0.738,1,4.1,19606.25,11.98,7.4,0
81352.6,0.247,0.343,0,4.8,24508.32,9.27,4.3,0
47468.35,0.263,0.164,0,12.1,3459.4,6.48,1.4,0
144775.03,0.208,0.803,2,4.5,71373.16,14.06,2.7,0
111651.18,0.223,0.534,0,13.3,25540.04,9.17,9.7,0
31630.79,0.296,0.391,0,16.1,7415.91,12.13,8.4,0
28996.71,0.465,0.401,0,7.2,13614.12,10.32,5.9,1
42399.35,0.418,0.38,0,2.9,3430.57,10.64,3.7,1
138809.0,0.253,0.662,0,8.6,24036.12,10.37,4.0,0
74625.56,0.396,0.327,1,16.2,26183.26,6.51,0.1,0
140483.47,0.426,0.467,2,12.7,26712.67,13.51,3.2,0
99972.66,0.191,0.183,0,17.0,21011.07,5.8,6.1,0
58366.67,0.235,0.667,1,5.6,20133.4,11.4,4.9,0
37138.06,0.264,0.181,0,26.0,14137.28,8.39,23.6,0
79870.29,0.429,0.059,0,6.9,28749.59,10.18,6.0,0
59501.14,0.23,0.182,3,10.5,21774.63,8.44,8.3,0
61035.37,0.413,0.267,1,5.5,28385.68,10.33,7.1,1
149095.95,0.333,0.576,0,13.7,42699.45,7.62,6.0,0
58019.24,0.207,0.484,0,6.4,6832.97,9.57,6.3,0
140486.55,0.226,0.176,0,4.9,18387.63,7.11,19.1,0
36924.0,0.363,0.425,0,35.0,11236.18,8.54,1.0,0
152321.98,0.534,0.658,5,12.9,35606.67,10.14,2.5,1
63744.0,0.25,0.023,0,13.4,23150.46,6.19,3.5,0
93966.01,0.257,0.907,1,2.8,8061.95,14.1,4.0,0
130924.96,0.258,0.01,0,4.9,53551.99,5.85,1.8,0
52569.79,0.131,0.14,0,18.9,8701.55,4.85,5.6,0
116974.77,0.363,0.261,0,6.2,47374.14,7.22,1.6,0
110872.94,0.414,0.841,0,35.0,24557.56,9.34,11.8,0
40853.32,0.319,0.677,2,4.7,12017.98,11.95,7.9,1
45031.49,0.373,0.402,0,13.3,19723.42,6.97,6.2,0
63453.63,0.216,0.54,0,3.3,25059.53,11.87,5.4,1
85410.02,0.284,0.294,0,13.8,19293.32,5.78,1.5,0
98919.55,0.267,0.693,3,6.6,36800.83,11.98,1.2,1
115294.47,0.251,0.679,1,9.9,6041.72,11.68,3.3,0
51476.98,0.264,0.829,1,25.2,11284.74,7.95,2.2,0
77244.68,0.436,0.681,0,6.1,21992.63,10.04,9.1,0
23213.66,0.444,0.583,0,19.0,6373.14,9.34,4.0,0
58029.76,0.163,0.615,0,11.8,25912.19,9.96,8.8,0
76203.5,0.384,0.582,0,7.7,10592.69,8.81,3.2,0
125239.83,0.179,0.509,0,4.8,31585.65,6.69,2.1,0
74496.39,0.178,0.547,0,3.7,9933.68,10.01,5.2,0
142514.25,0.335,0.587,0,4.1,60046.56,13.21,9.4,0
142921.64,0.224,0.154,0,3.5,22557.59,7.75,2.0,0
44953.3,0.304,0.567,0,17.1,11825.99,8.64,6.2,0
64410.08,0.198,0.222,0,5.3,23642.38,6.8,2.0,1
89399.78,0.156,0.321,0,11.8,15852.88,7.03,1.8,0
59968.23,0.324,0.332,0,4.3,27374.09,7.56,4.7,0
133910.74,0.419,0.373,0,25.7,18132.21,8.59,6.1,0
46077.29,0.247,0.119,0,12.2,6746.85,6.28,4.4,0
113529.97,0.101,0.673,0,11.2,11854.5,7.63,9.0,0
90684.04,0.268,0.757,0,13.0,24666.55,10.88,10.2,0
53838.92,0.234,0.746,0,2.7,20051.02,12.42,1.7,1
54207.82,0.249,0.377,1,1.6,12666.03,9.48,3.9,0
78779.53,0.295,0.134,0,14.1,4956.01,6.13,10.6,0
98991.83,0.246,0.331,0,3.5,11888.56,6.28,20.5,0
67620.14,0.179,0.01,1,12.8,6075.63,9.14,3.8,0
47979.91,0.169,0.459,0,26.6,10178.61,6.51,1.8,0
133206.44,0.07,0.233,0,9.0,30673.43,5.75,16.3,0
71962.11,0.27,0.958,0,2.1,30791.57,11.66,6.1,0
116897.45,0.449,0.203,0,2.6,46926.68,6.96,4.3,0
105177.1,0.152,0.378,1,5.6,35646.5,6.64,8.6,0
141613.82,0.397,0.551,1,7.6,45085.35,10.97,8.8,0
109760.45,0.242,0.636,0,7.5,23278.64,8.04,12.6,0
45499.91,0.295,0.785,1,11.1,12287.11,11.43,3.3,0
90413.03,0.127,0.481,0,4.7,31756.28,9.99,1.3,0
57244.56,0.257,0.358,0,9.4,25472.14,9.24,3.5,1
77583.3,0.282,0.01,0,11.1,29242.11,4.85,7.2,0
29562.57,0.242,0.295,1,2.4,7345.38,11.28,4.0,0
55171.35,0.277,0.516,0,5.8,22492.34,11.49,3.4,0
90902.79,0.278,0.144,1,10.8,18730.27,6.27,7.1,0
67341.29,0.161,0.437,0,4.6,7602.35,11.79,2.9,0
35659.93,0.212,0.382,0,13.7,6331.21,7.63,2.7,0
41980.79,0.1,0.465,1,17.0,9820.16,9.28,1.3,0
205937.92,0.242,0.317,0,3.2,72851.87,4.84,8.0,0
95334.65,0.09,0.641,0,8.3,31356.49,8.95,5.3,0
34484.61,0.527,0.339,0,3.5,13285.45,7.45,7.2,0
73777.87,0.377,0.315,0,5.9,30616.22,8.93,7.3,0
250000.0,0.274,0.082,0,8.9,70172.65,4.59,3.6,0
116691.24,0.308,0.056,0,6.6,9862.68,5.27,18.5,0
18226.75,0.198,0.416,0,8.5,7512.35,8.13,2.2,0
250000.0,0.327,0.777,0,7.1,69664.38,8.64,1.9,0
34597.12,0.208,0.049,0,6.6,8025.73,6.32,2.0,0
45126.06,0.392,0.569,2,9.9,11640.26,9.03,3.8,1
37542.26,0.301,0.473,1,12.4,15031.01,9.06,4.8,0
44182.82,0.366,0.548,1,13.5,17763.89,9.69,9.5,0
87072.99,0.425,0.449,0,8.1,31432.9,10.73,3.3,1
22417.74,0.47,0.728,0,6.5,3881.48,11.08,4.6,1
69204.03,0.127,0.033,0,10.2,11672.08,3.5,6.7,0
123416.77,0.271,0.059,0,12.4,39735.75,3.5,19.1,0
41140.46,0.408,0.468,1,9.2,10307.79,12.0,12.0,0
45277.51,0.219,0.183,1,9.2,2263.88,7.16,3.6,0
49260.22,0.283,0.948,1,35.0,7124.98,14.1,6.0,0
56144.1,0.377,0.296,0,9.0,12292.02,8.12,12.4,0
41631.09,0.436,0.399,0,7.1,8937.8,8.04,3.2,0
45657.54,0.348,0.56,0,16.4,4517.43,12.74,2.8,0
101131.61,0.211,0.01,0,14.1,46070.79,3.86,5.1,0
108977.15,0.378,0.01,0,24.8,8615.74,4.38,5.4,0
39171.51,0.271,0.271,1,9.7,11960.25,11.34,3.5,1
43114.9,0.202,0.424,0,9.9,10530.09,8.8,9.2,1
78204.7,0.481,0.286,0,19.7,33617.63,7.92,3.5,0
50328.54,0.22,0.264,0,20.3,16692.8,7.16,4.1,0
90732.98,0.038,0.41,0,7.7,8603.35,8.92,2.0,0
138646.49,0.189,0.207,2,1.8,59054.76,11.55,7.8,1
71185.33,0.204,0.407,0,10.9,15526.47,6.7,10.9,0
42379.68,0.261,0.755,1,13.9,3412.97,11.2,13.8,1
64083.25,0.326,1.0,1,5.0,21412.63,14.73,11.7,1
63269.64,0.362,0.412,1,12.2,14262.37,10.62,14.0,0
51636.33,0.488,0.623,0,2.4,12462.41,11.13,8.9,0
93035.68,0.42,0.459,0,5.5,32957.79,7.07,5.4,0
91107.62,0.363,0.854,0,3.9,19235.68,13.74,4.3,1
69785.41,0.229,0.673,0,9.5,19129.9,9.39,5.9,0
86660.72,0.202,0.202,0,4.9,31471.11,6.67,9.5,0
145688.89,0.349,0.47,1,14.4,49342.41,9.2,13.7,0
123642.98,0.448,0.521,1,6.1,48886.34,10.81,6.9,1
90033.6,0.33,0.501,0,6.0,36640.43,6.66,13.0,0
81680.16,0.134,0.172,0,8.2,25497.78,8.62,15.3,0
43082.9,0.232,0.406,0,4.4,14688.74,6.38,16.5,0
134202.46,0.266,0.577,0,8.9,59849.52,9.92,4.0,0
59800.21,0.289,0.19,1,5.5,30211.77,8.94,12.6,0
49040.23,0.226,0.375,0,5.4,21658.33,4.58,8.5,0
57058.2,0.226,0.42,0,9.8,27663.07,8.11,5.2,0
34412.87,0.307,0.469,1,3.4,9215.72,10.23,4.8,0
93879.41,0.303,0.591,2,6.0,17481.09,10.18,1.9,1
83505.35,0.394,0.249,2,6.8,18044.57,10.23,8.6,0
93145.95,0.117,0.339,0,10.7,7222.22,6.37,4.8,0
74461.28,0.299,0.548,0,9.0,17358.08,7.33,6.1,0
57593.44,0.215,0.661,0,10.8,5223.8,10.84,1.0,0
21772.93,0.387,0.36,0,5.1,7692.08,8.45,3.5,1
33582.28,0.458,0.262,0,5.8,5484.05,6.9,10.8,0
59472.85,0.271,0.159,0,2.6,26233.35,5.34,3.3,0
45653.62,0.193,0.739,1,6.4,16947.87,9.3,9.8,0
99231.82,0.227,0.462,1,7.9,18859.58,10.57,5.5,0
101243.62,0.249,0.534,1,8.7,38889.56,10.89,16.4,1
83322.32,0.224,0.01,0,5.9,17185.14,5.61,3.6,0
122875.97,0.196,0.634,4,19.8,19723.18,12.76,5.6,1
43958.36,0.209,0.657,0,10.5,6931.99,11.39,8.2,0
46954.46,0.534,0.691,3,2.9,13256.99,13.19,10.5,1
57938.04,0.288,0.833,0,4.7,17709.01,10.78,1.7,0
122906.44,0.146,0.392,1,6.4,52885.92,11.3,12.4,0
62767.81,0.453,0.455,0,11.0,15182.87,8.84,8.5,0
90671.86,0.167,0.166,0,8.2,33503.0,6.78,10.9,0
35844.09,0.18,0.313,0,19.2,3720.37,6.82,2.6,0
41856.61,0.244,0.471,2,6.4,16635.9,10.48,3.4,1
162533.6,0.255,0.122,0,12.0,29708.19,6.92,7.7,0
25261.69,0.199,0.789,0,8.7,5124.57,8.25,4.2,0
152533.81,0.146,0.581,0,5.2,40461.48,8.08,10.1,0
85041.34,0.147,0.751,0,5.4,33646.72,10.34,10.0,0
56437.58,0.279,0.345,0,4.5,13909.37,7.29,11.1,0
42616.63,0.29,0.183,2,21.2,11116.15,6.71,4.5,0
168422.19,0.27,0.744,0,19.2,67061.27,7.34,4.6,0
107010.18,0.315,0.287,0,11.1,45704.19,7.2,2.1,0
64141.95,0.248,0.624,0,18.2,20412.87,9.68,2.3,0
82030.78,0.161,0.084,0,9.2,22400.87,5.84,1.2,0
51875.28,0.275,0.689,1,5.6,7262.57,11.61,13.4,0
89952.51,0.191,0.303,0,8.0,23269.83,7.6,11.6,0
46111.02,0.191,0.412,1,5.3,5874.17,8.95,2.1,1
59586.62,0.491,0.293,2,19.8,27092.47,9.08,4.9,1
109223.3,0.46,0.689,4,3.7,31968.01,11.81,3.8,1
71744.18,0.34,0.391,0,16.5,18460.38,10.17,6.6,0
42918.56,0.303,0.166,0,3.2,9836.45,5.53,2.4,0
38697.33,0.138,0.42,0,10.3,13795.9,7.42,21.3,0
69866.48,0.202,0.507,0,5.3,18387.26,8.84,2.4,0
44398.58,0.129,0.631,1,22.7,18638.05,9.57,10.8,0
77201.37,0.227,0.402,1,4.7,23964.17,10.53,2.5,0
26267.54,0.419,0.62,0,10.6,3585.46,12.0,4.7,1
104537.36,0.425,0.455,0,8.8,18519.72,10.53,11.1,0
34912.35,0.232,0.342,2,13.8,16294.53,5.06,5.8,0
63788.36,0.224,0.594,0,7.7,7663.17,9.51,0.4,0
57919.08,0.24,0.625,0,17.9,26834.24,8.38,5.2,0
163158.85,0.378,0.608,0,8.0,66867.71,12.01,15.8,0
50076.69,0.428,0.584,2,9.3,22967.65,12.16,2.8,1
197167.89,0.141,0.447,0,3.8,77541.66,10.35,11.7,0
84859.31,0.174,0.797,0,9.0,29748.76,11.0,4.7,0
151978.28,0.107,0.037,0,3.7,15359.27,5.94,2.1,0
46227.98,0.269,0.579,0,12.1,15559.36,11.47,3.2,0
69648.21,0.167,0.512,0,6.4,22653.65,6.93,1.2,0
136045.94,0.243,0.147,0,1.5,19279.26,7.45,5.8,0
96725.13,0.344,0.456,1,10.7,44581.32,11.44,7.1,0
84196.48,0.298,0.63,1,13.7,33120.06,9.13,10.6,0
63102.41,0.379,0.255,0,9.4,21561.18,7.23,4.9,0
55811.99,0.408,0.62,0,6.1,16550.9,10.31,8.9,1
110310.22,0.466,0.605,1,17.4,53598.23,8.82,10.3,0
125340.41,0.163,0.755,2,4.9,20476.93,10.94,6.1,1
51503.04,0.087,0.425,0,15.2,15397.93,6.11,2.8,0
44413.11,0.277,0.835,0,12.4,8617.32,10.34,4.6,1
42471.0,0.256,0.174,0,17.0,4058.73,3.5,0.5,0
100314.38,0.115,0.418,0,3.9,8672.6,8.73,16.3,0
48227.15,0.156,0.212,0,3.3,21662.19,7.32,9.0,0
76780.81,0.583,0.864,2,11.4,25743.8,12.62,4.4,1
104533.36,0.349,0.01,1,17.5,38360.27,5.67,4.9,0
48883.59,0.242,0.766,0,9.7,19959.81,8.56,2.0,0
151623.23,0.425,0.275,0,11.8,14164.42,9.08,2.3,0
25434.23,0.349,0.433,2,6.2,11389.03,11.04,5.5,1
174276.05,0.306,0.726,0,22.8,43349.82,11.53,13.9,0
89140.61,0.362,0.615,1,11.9,20374.51,9.84,6.0,0
29353.59,0.091,0.146,0,6.5,11965.9,8.27,12.5,0
138636.52,0.451,0.732,1,12.4,60981.82,12.57,10.6,1
135078.73,0.181,0.084,0,22.7,47878.84,7.43,3.7,0
59771.6,0.204,0.33,0,9.3,15553.93,8.98,8.2,0
60389.81,0.281,0.18,0,32.6,10687.36,3.57,2.2,0
30811.51,0.364,0.432,2,6.5,4401.48,10.71,12.2,0
234852.17,0.244,0.245,0,7.7,80000.0,9.82,19.8,0
55388.58,0.298,0.653,0,11.0,2769.43,8.71,3.1,0
31164.75,0.263,0.568,1,7.0,13320.59,10.25,5.6,0
95329.15,0.258,0.254,0,9.8,17064.85,6.64,4.5,0
27270.56,0.227,0.492,0,9.9,3931.35,7.73,12.3,0
47490.56,0.274,0.123,1,6.0,3807.75,6.67,11.0,0
84846.31,0.358,0.709,1,3.4,14874.17,12.56,2.3,0
75369.35,0.388,0.253,0,12.4,10356.96,6.93,4.8,0
66376.15,0.174,0.534,0,15.3,20653.39,5.45,3.6,0
79442.07,0.109,0.172,0,5.3,29482.42,6.44,8.8,0
49910.82,0.299,0.861,0,6.6,6017.17,14.16,10.3,1
68836.16,0.208,0.355,1,3.9,16284.52,8.52,8.0,0
48469.42,0.272,0.333,1,4.9,5946.06,9.58,9.7,0
41990.13,0.243,0.315,1,15.7,8914.73,6.83,10.2,0
57178.18,0.175,0.396,0,10.6,17669.9,8.41,10.6,0
47298.92,0.336,0.755,0,14.6,18956.0,11.78,4.0,1
96336.24,0.362,0.431,1,6.4,14665.45,8.91,12.6,0
86462.02,0.192,0.822,1,7.3,13952.74,10.47,3.3,1
44590.08,0.277,0.728,0,9.1,3603.26,11.48,5.9,0
40142.02,0.241,0.669,0,4.8,7685.56,11.52,6.8,0
83281.41,0.03,0.316,1,11.2,31876.63,8.31,7.1,0
226567.96,0.27,0.01,0,5.2,50364.26,8.16,5.0,0
39459.38,0.136,0.149,0,6.6,15611.9,5.7,8.3,0
64339.98,0.237,0.039,1,5.4,11780.28,7.16,1.8,1
70112.79,0.215,0.477,0,18.8,9069.64,7.64,9.8,0
54657.09,0.287,0.237,0,14.1,11279.88,5.77,1.1,0
65992.34,0.433,0.022,1,6.7,3466.62,7.55,3.4,0
122944.73,0.23,0.225,0,18.8,54752.1,5.9,6.6,0
82060.28,0.294,0.758,1,6.7,33319.81,12.0,3.8,1
114223.82,0.174,0.244,0,5.0,19534.9,8.81,3.8,0
71763.34,0.418,0.207,1,1.0,36083.39,10.33,0.7,1
90308.27,0.289,0.533,0,9.2,44019.24,5.72,4.0,0
138878.74,0.54,0.683,0,12.1,35798.9,11.31,1.6,0
96672.77,0.371,0.581,0,14.4,18920.79,10.08,12.4,0
250000.0,0.175,0.463,0,14.9,80000.0,9.24,5.1,0
122127.76,0.504,0.853,1,35.0,43732.69,10.36,13.0,0
46504.98,0.182,0.677,0,5.8,6906.27,9.93,6.1,0
118219.88,0.24,0.553,0,6.9,48521.9,8.84,14.5,0
91140.5,0.154,0.519,4,13.3,25451.91,9.6,21.0,0
204037.23,0.318,0.137,0,10.3,40025.32,5.53,2.1,0
38274.45,0.309,0.579,0,13.8,6917.22,7.02,13.6,0
